cycle,state_name,district_name,block_name,village_name,N_High,N_Low,N_Medium,P_High,P_Low,P_Medium,K_High,K_Low,K_Medium,S_Sufficient,S_Deficient,OC_High,OC_Low,OC_Medium,PH_Alkaline,PH_Acidic,PH_Neutral,EC_Saline,EC_NonSaline,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Devarapalle,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Busigandi,0,2,1,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,3,3,0,3,0,2,1,0,3,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Munthamamidi,0,0,6,4,0,2,0,0,6,6,0,5,0,1,0,0,6,0,6,4,2,3,3,6,0,2,4,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Egavalasa,0,0,3,1,0,2,0,0,3,3,0,0,1,2,0,0,3,0,3,2,1,2,1,3,0,0,3,2,1
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Vyadapudi,0,5,0,1,1,3,1,0,4,2,3,0,1,4,0,0,5,0,5,4,1,3,2,4,1,1,4,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Denduluru,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Narsapuram,0,9,0,6,0,3,1,0,8,9,0,1,0,8,0,4,5,0,9,8,1,4,5,7,2,4,5,9,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Puttagondilanka,0,1,3,3,0,1,1,3,0,4,0,0,2,2,0,0,4,0,4,4,0,2,2,3,1,0,4,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,D. Velamalakota,0,5,14,13,3,3,5,1,13,19,0,1,1,17,0,0,19,0,19,19,0,6,13,15,4,1,18,19,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Doramamidi,0,3,3,6,0,0,4,2,0,6,0,1,1,4,0,0,6,0,6,6,0,3,3,3,3,0,6,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Chakkavada,0,0,9,6,1,2,5,4,0,6,3,0,1,8,0,0,9,0,9,2,7,3,6,6,3,0,9,9,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Bhimavaram,0,1,6,0,3,4,0,7,0,6,1,0,0,7,0,0,7,0,7,7,0,0,7,6,1,0,7,7,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Muchilivada,0,0,7,0,5,2,0,5,2,6,1,0,0,7,0,0,7,0,7,7,0,2,5,7,0,0,7,4,3
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Ivampalle,0,4,2,3,0,3,0,4,2,6,0,0,1,5,0,0,6,0,6,6,0,1,5,6,0,0,6,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Madduluru,0,0,4,3,1,0,0,4,0,4,0,0,0,4,0,0,4,0,4,4,0,2,2,3,1,0,4,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Maredumilli,0,6,12,5,6,7,0,11,7,14,4,0,0,18,0,1,17,0,18,18,0,4,14,17,1,0,18,17,1
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Kutravada,0,5,3,0,8,0,0,8,0,8,0,0,0,8,0,0,8,0,8,6,2,5,3,8,0,2,6,8,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Pamuleru,0,0,5,3,2,0,0,5,0,5,0,0,0,5,0,0,5,0,5,4,1,3,2,5,0,0,5,2,3
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Boduluru,0,0,5,0,1,4,0,0,5,1,4,1,0,4,0,0,5,0,5,3,2,0,4,4,1,0,5,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Kondavada,0,0,3,0,3,0,0,1,2,2,1,0,0,3,0,0,3,0,3,3,0,2,1,3,0,0,3,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Gumpenagandi,0,0,3,1,1,1,0,0,3,3,0,0,0,3,0,0,3,0,3,1,2,1,2,2,1,0,3,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Peddamarri,0,0,2,1,0,1,0,2,0,0,2,0,0,2,0,0,2,0,2,0,2,0,2,2,0,0,2,0,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Gudisa,0,0,3,0,2,1,1,0,2,3,0,0,0,3,0,0,3,0,3,2,1,2,1,3,0,0,3,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Banda,0,4,5,4,2,3,4,5,0,9,0,0,0,9,0,0,9,0,9,1,8,7,2,7,2,0,9,9,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Potlavada,0,0,3,3,0,0,0,3,0,3,0,0,0,3,0,0,3,0,3,3,0,2,1,3,0,0,3,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Katchalavada,0,2,2,0,2,2,0,3,1,1,3,0,0,4,0,0,4,0,4,2,2,1,3,4,0,0,4,1,3
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Maredumilli,Chatlavada,0,1,3,2,2,0,0,0,4,4,0,0,0,4,0,1,3,0,4,1,3,1,3,3,1,0,4,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Ontiputtu,0,6,5,10,0,1,0,0,11,10,1,0,0,11,0,0,11,0,11,11,0,10,1,11,0,11,0,11,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Jangam Puttu,0,7,2,8,0,1,0,4,5,9,0,1,0,8,0,0,9,0,9,9,0,0,9,9,0,0,9,7,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Kumada,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,2,0,2,2,0,2,0,2,0,2,0,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Tudumurai,0,5,1,6,0,0,0,2,4,6,0,0,0,6,0,0,6,0,6,6,0,3,3,6,0,1,5,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Degalaputtu,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Pedatamminagula,0,4,3,3,0,4,0,5,2,7,0,0,4,3,0,0,7,0,7,5,2,3,4,7,0,0,7,7,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Borramamidi,0,4,1,5,0,0,1,0,4,5,0,0,0,5,0,0,5,0,5,5,0,5,0,5,0,5,0,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Raipalli,0,21,8,27,0,2,2,12,15,26,3,3,0,26,0,0,29,0,29,29,0,23,6,29,0,22,7,27,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Antabongu,0,0,5,5,0,0,0,2,3,3,2,1,0,4,0,0,5,0,5,5,0,2,3,5,0,2,3,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Antlavada,0,1,2,3,0,0,0,0,3,3,0,3,0,0,0,0,3,0,3,3,0,3,0,3,0,3,0,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Sujanakotapeta,0,2,2,4,0,0,1,0,3,4,0,0,0,4,0,0,4,0,4,3,1,2,2,4,0,4,0,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Dabuguda,0,1,1,2,0,0,0,0,2,2,0,0,0,2,0,0,2,0,2,2,0,2,0,2,0,2,0,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Garram,0,5,2,7,0,0,0,3,4,7,0,1,0,6,0,0,7,0,7,7,0,6,1,7,0,6,1,7,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Hamsabanda,0,4,1,5,0,0,1,1,3,5,0,5,0,0,0,0,5,0,5,5,0,3,2,5,0,4,1,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Solagamputtu,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Barada,0,5,0,5,0,0,0,3,2,4,1,4,0,1,0,0,5,0,5,5,0,3,2,5,0,5,0,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Karabayalu,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Adarladi @ Mukki Puttu,0,4,1,5,0,0,0,4,1,4,1,0,0,5,0,0,5,0,5,5,0,4,1,5,0,4,1,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Kantavaram,0,4,2,4,0,2,1,2,3,6,0,2,0,4,0,0,6,0,6,6,0,6,0,6,0,3,3,1,5
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Vanugumma,0,7,2,9,0,0,3,0,6,8,1,0,0,9,0,0,9,0,9,7,2,9,0,9,0,9,0,9,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Dasariputtu,0,3,3,5,0,1,1,1,4,6,0,1,0,5,0,0,6,0,6,6,0,6,0,6,0,5,1,5,1
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Bungaputtu,0,3,1,4,0,0,0,2,2,4,0,4,0,0,0,0,4,0,4,2,2,3,1,4,0,4,0,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Gedelabanda,0,3,1,4,0,0,0,3,1,4,0,1,0,3,0,0,4,0,4,4,0,4,0,3,1,4,0,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Boddagondi,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Domaliputtu,0,2,4,6,0,0,0,3,3,6,0,0,0,6,0,0,6,0,6,6,0,5,1,6,0,3,3,5,1
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Baliyaguda,0,3,0,3,0,0,0,2,1,0,3,2,0,1,0,0,3,0,3,3,0,2,1,3,0,2,1,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Kummariputtu,0,4,2,6,0,0,0,0,6,6,0,0,0,6,0,0,6,0,6,6,0,6,0,6,0,6,0,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Chekuchinta,0,7,9,13,0,3,0,10,6,16,0,0,0,16,0,0,16,0,16,16,0,3,13,15,1,3,13,7,9
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Sujanakota,0,5,0,5,0,0,0,0,5,5,0,0,0,5,0,0,5,0,5,3,2,5,0,5,0,5,0,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Malakariputtu,0,17,9,25,0,1,2,1,23,26,0,0,8,18,0,0,26,0,26,25,1,19,7,26,0,22,4,26,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Kanguputtu,0,6,3,8,0,1,1,1,7,9,0,2,0,7,0,0,9,0,9,9,0,7,2,9,0,5,4,8,1
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Vetchangi,0,4,3,6,0,1,1,1,5,7,0,0,0,7,0,0,7,0,7,7,0,7,0,7,0,5,2,7,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Pulijalama,0,1,3,4,0,0,0,3,1,3,1,1,0,3,0,0,4,0,4,4,0,4,0,4,0,3,1,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Santaveedhi,0,4,2,5,0,1,0,0,6,3,3,3,0,3,0,0,6,0,6,6,0,4,2,6,0,0,6,4,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Vuppacheruvu,0,5,1,4,0,2,1,2,3,4,2,0,0,6,0,0,6,0,6,6,0,6,0,6,0,1,5,4,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Saradhi,0,3,9,10,0,2,0,9,3,12,0,3,0,9,0,0,12,0,12,11,1,0,12,11,1,0,12,1,11
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Panasa,0,5,1,6,0,0,2,0,4,4,2,0,0,6,0,0,6,0,6,6,0,6,0,6,0,3,3,5,1
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Karimikiputtu,0,1,5,5,0,1,0,0,6,6,0,4,0,2,0,0,6,0,6,6,0,4,2,6,0,3,3,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Babusala,0,11,4,14,1,0,6,0,9,15,0,0,0,15,0,1,14,0,15,15,0,8,7,15,0,7,8,13,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Gadelaputtu,0,6,2,8,0,0,1,0,7,8,0,0,0,8,0,0,8,0,8,7,1,8,0,8,0,4,4,8,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Malluduputtu,0,1,2,2,0,1,0,0,3,3,0,0,0,3,0,0,3,0,3,3,0,3,0,3,0,3,0,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Tontaputtu,0,4,0,4,0,0,0,0,4,4,0,0,0,4,0,0,4,0,4,4,0,3,1,4,0,4,0,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Beeta,0,0,2,1,0,1,0,0,2,2,0,0,0,2,0,0,2,0,2,1,1,2,0,2,0,2,0,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Kusumaguda,0,2,0,1,0,1,2,0,0,0,2,0,1,1,0,0,2,0,2,2,0,0,2,2,0,0,2,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Pedapadu,0,2,3,5,0,0,0,4,1,5,0,0,0,5,0,0,5,0,5,5,0,0,5,5,0,0,5,1,4
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Kujabhangi,0,8,1,7,0,2,0,7,2,9,0,3,0,6,0,0,9,0,9,9,0,4,5,8,1,8,1,9,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Rangini Konda,0,2,0,2,0,0,0,1,1,2,0,0,0,2,0,0,2,0,2,2,0,1,1,2,0,2,0,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Sariyapalle,0,7,6,12,1,0,3,4,6,11,2,3,4,6,0,0,13,0,13,13,0,7,6,13,0,7,6,13,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Sarabha Puttu,0,2,0,2,0,0,0,0,2,2,0,0,0,2,0,0,2,0,2,2,0,2,0,2,0,0,2,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Munchingi Puttu,Solagam Puttu,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Yetapaka,0,15,10,2,2,21,0,23,2,25,0,8,1,16,0,0,25,0,25,25,0,6,19,25,0,15,10,25,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Chandrampalem,0,8,2,0,0,10,0,4,6,10,0,0,0,10,0,0,10,0,10,10,0,5,5,10,0,5,5,10,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Seethampeta,0,10,0,2,0,8,0,7,3,10,0,3,0,7,0,0,10,0,10,10,0,8,2,10,0,5,5,10,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Yerraboru,0,5,0,2,1,2,0,1,4,5,0,3,0,2,0,0,5,0,5,5,0,5,0,5,0,4,1,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Pinapalle,0,15,4,1,2,16,0,19,0,19,0,15,0,4,10,0,9,0,19,19,0,19,0,19,0,10,9,12,7
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Pandurangapuram,0,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,2,0,1,1,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Kistaram,0,13,7,1,1,18,0,16,4,20,0,3,0,17,0,0,20,0,20,18,2,19,1,20,0,17,3,20,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Ramagopalapuram,0,10,0,0,1,9,0,10,0,10,0,7,0,3,8,0,2,0,10,10,0,10,0,10,0,4,6,10,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Gottugudem,0,5,1,2,2,2,0,6,0,6,0,5,0,1,0,0,6,0,6,6,0,4,2,6,0,5,1,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Fergusanpeta,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Kannaigudem,1,4,0,3,0,2,0,5,0,5,0,2,0,3,0,0,5,0,5,5,0,1,4,5,0,0,5,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Penuballe,0,11,1,1,0,11,0,8,4,12,0,7,0,5,0,0,12,0,12,12,0,4,8,12,0,9,3,12,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Pitchikalapadu,0,35,3,0,7,31,0,38,0,36,2,6,3,29,0,0,38,0,38,38,0,38,0,38,0,33,5,38,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Nellipaka,0,12,2,0,2,12,0,7,7,14,0,14,0,0,6,0,8,0,14,14,0,14,0,14,0,11,3,12,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Thotapalle,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Devarapalle,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Pattucheera,0,2,0,0,0,2,0,2,0,2,0,2,0,0,1,0,1,0,2,2,0,2,0,2,0,1,1,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Kothagudem,0,21,2,0,1,22,0,21,2,23,0,15,0,8,8,0,15,0,23,23,0,23,0,23,0,17,6,23,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Ayyavaripeta,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Achuthapuram,0,15,6,0,1,20,0,17,4,21,0,7,0,14,0,0,21,0,21,21,0,21,0,21,0,8,13,21,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Chelempalem,0,12,1,0,1,12,0,12,1,13,0,7,0,6,6,0,7,0,13,13,0,12,1,13,0,6,7,13,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Gowridevi Peta,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Bandirevu,0,0,9,3,0,6,0,9,0,9,0,9,0,0,4,0,5,0,9,9,0,9,0,9,0,5,4,9,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Boddugudem,0,2,0,0,0,2,0,1,1,2,0,1,0,1,1,0,1,0,2,2,0,2,0,2,0,2,0,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Gundala,0,16,1,0,2,15,0,17,0,17,0,7,0,10,5,0,12,0,17,17,0,17,0,17,0,6,11,15,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Chowdavaram,0,5,1,0,1,5,0,6,0,6,0,4,0,2,1,0,5,0,6,6,0,6,0,6,0,3,3,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,K. Narayanapuram,0,2,0,1,1,0,0,0,2,2,0,0,0,2,0,0,2,0,2,2,0,2,0,2,0,1,1,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Kannapuram,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Lakshmidevipeta,0,3,2,0,1,4,0,5,0,5,0,2,0,3,0,0,5,0,5,5,0,5,0,5,0,1,4,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Kannapuram,0,4,0,0,1,3,0,4,0,4,0,4,0,0,1,0,3,0,4,4,0,4,0,4,0,3,1,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Dammapeta,0,3,0,0,0,3,0,3,0,3,0,3,0,0,1,0,2,0,3,3,0,3,0,3,0,3,0,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Narasingapeta,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Chinthalagudem,0,13,3,6,0,10,0,14,2,16,0,7,0,9,0,0,16,0,16,16,0,11,5,16,0,8,8,16,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Rayanapeta,0,14,8,7,0,15,0,12,10,22,0,12,0,10,0,0,22,0,22,21,1,9,13,22,0,6,16,22,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Chinna Nallakunta,0,5,0,0,0,5,0,5,0,5,0,1,0,4,1,0,4,0,5,5,0,5,0,5,0,0,5,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Madhavaraopeta,0,2,1,0,0,3,1,2,0,3,0,3,0,0,2,0,1,0,3,3,0,3,0,3,0,3,0,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Viswapuram,0,10,1,0,0,11,0,2,9,11,0,8,0,3,0,0,11,0,11,11,0,6,5,11,0,10,1,11,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Kusumanapalle,0,29,0,0,1,28,0,29,0,28,1,21,0,8,2,0,27,0,29,29,0,29,0,28,0,26,3,27,2
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Buttaigudem,0,2,0,0,0,2,0,2,0,2,0,2,0,0,2,0,0,0,2,2,0,2,0,2,0,0,2,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Tripura Penta Veedu,0,6,0,0,3,3,0,6,0,6,0,6,0,0,2,0,4,0,6,6,0,6,0,6,0,5,1,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Thunikicheruvu,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Rangapuram,0,2,1,0,0,3,0,3,0,3,0,3,0,0,0,0,3,0,3,3,0,3,0,3,0,2,1,3,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Nellipaka,Lingalapalle,0,4,0,0,0,4,0,4,0,3,1,0,0,4,0,0,4,0,4,4,0,4,0,4,0,0,4,4,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Raigedda,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Kinchuru,0,1,4,1,3,1,3,0,2,4,1,0,0,5,0,0,5,0,5,0,5,0,5,1,4,0,5,5,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Gurupalle,0,21,0,0,21,0,0,21,0,0,21,3,7,11,0,21,0,0,21,0,21,8,13,17,4,7,14,0,21
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Vanthadapalle,3,11,18,8,13,11,1,13,18,26,6,14,0,18,0,0,30,1,30,16,16,22,10,29,3,7,25,31,1
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Thumpada,0,10,14,8,9,7,0,9,15,23,1,2,1,21,0,1,23,0,24,7,17,16,8,22,2,1,23,23,1
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Ubbediputtu,0,6,1,2,5,0,0,5,2,7,0,1,0,6,0,0,7,0,7,3,4,5,2,7,0,1,6,7,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Kummariputtu,0,9,4,2,10,1,8,0,5,13,0,3,0,10,0,0,13,0,13,8,5,8,5,10,3,4,9,13,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Chintala Veedhi,0,4,5,0,9,0,0,2,7,8,1,1,0,8,0,0,9,0,9,6,3,9,0,9,0,0,9,9,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Pathapaderu,0,13,1,0,14,1,0,13,2,2,13,1,5,8,0,12,2,0,14,0,15,6,9,10,5,5,10,2,13
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Nereduvalasa,0,1,1,0,0,2,0,2,0,2,0,0,0,2,0,0,2,0,2,1,1,2,0,2,0,0,2,2,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Gabbangi,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Panasapalle,0,10,14,2,19,3,9,6,9,21,3,9,3,12,0,0,24,0,24,13,11,16,8,24,0,0,24,24,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Dalimputtu,0,5,1,1,4,1,4,0,2,6,0,1,0,5,0,0,6,0,6,0,6,1,5,6,0,0,6,6,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Iradapalle,0,4,2,0,3,3,0,5,2,6,1,0,0,6,0,0,6,0,6,5,2,7,0,7,0,0,7,7,0
2024-25,Andhra Pradesh,Alluri Sitharama Raju,Paderu,Cheemalapalle,0,5,1,0,6,0,0,1,5,4,2,4,0,2,0,0,6,0,6,4,2,2,4,6,0,0,6,6,0
